election	date	year	office	country	ccodecow	ISO	Refno	numresponses	contacted	responserate	COUNTRYDATA	PR	CL	fhcategory	polity	polity2	gdp_pc_ppp	durable	development	region	region9	oecd	OVERALLINTEGRITY	PEIIndexp	PEIIndexp_lci	PEIIndexp_hci	PEIIndexi	PEIIndexi_lci	PEIIndexi_hci	PEIIndex_rank	rating	rating_lci	rating_hci	PEItype	lag_PEIIndexi	lag_PEIIndexi_lci	lag_PEIIndexi_hci	trend	LAWS	lawsunfair	lawsunfair2	favoredincumbent	favoredincumbent2	citizens	citizens2	laws	lawsi	PROCEDURES	managed	votinginfo	fairofficials	legalelections	procedures	proceduresi	BOUNDARIES	bdiscrim	bdiscrim2	bfavored	bfavored2	bimpartial	boundaries	boundariesi	VOTERREGISTRATION	reglisted	reglisted2	reginaccurate	reginaccurate2	ineligible	ineligible2	votereg	voteregi	PARTYREGISTRATION	oppprevent	oppprevent2	womenopp	minorityopp	leaderselect	leaderselect2	rallies	rallies2	partyreg	partyregi	MEDIACOVERAGE	newspapers	tv	tv2	fairaccess	faircoverage	socialmedia	media	mediai	CAMPAIGNFINANCE	subsidies	donations	accounts	rich	rich2	resources	resources2	finance	financei	VOTINGPROCESS	violence	violence2	fraudulent	fraudulent2	easy	choice	postal	disabled	expats	internet	voting	votingi	VOTECOUNT	secure	delay	faircount	intlmonitors	intlmonitors2	domesticmonitors	domesticmonitors2	count	counti	VOTINGRESULTS	challenged	challenged2	protestspeace	protestspeace2	protestsviolent	protestsviolent2	disputes	results	resultsi	ELECTIONAUTHORITIES	impartial	info	scrutiny	performance	EMBs	EMBsi	GENERALQUESTIONS	familiarity	important	ORGCONFIDENCE	courts	government	parliament	armedforces	electoralauth	BACKGROUND	expertdomestic	employment	public	university	nonprofit	agency	private	occupation	agegroup	sex	education	born	lived	candidate	rep	activist	ngo	voted	norole	monitor	monitorint	official	citizen	supported	leftrightscale	difficulty	VIGNETTES	vignetteA	vignetteB	vignetteC	vignetteD	vignetteE	vignetteF	ROTATING	bribed	bribed2	freetovote	fearviolence	fearviolence2	ballotconfidential	freefairelect	cashforvotes	cashforvotes2	patronage	patronage2	audit	hacking	campaignnews	govtnews	fakenews	fakenews2	hatespeech	hatespeech2	informedchoices	foreigninterference	foreigninterference2	mediamonitors	cyberattacks	cyberattacks2	diversenews	journalisticstandards	partisanjournalists	partisanjournalists2	fakesocial	fakesocial2	ELECTIONRESULT	DatePrevious	RegVote	ValidVote	Invalid	Turnout	P1Name	P2Name	P3Name	P4Name	P5Name	P6Name	P7Name	P8Name	P9Name	P10Name	P1Abb	P2Abb	P3Abb	P4Abb	P5Abb	P6Abb	P7Abb	P8Abb	P9Abb	P10Abb	P1Lead	P2Lead	P3Lead	P4Lead	P5Lead	P6Lead	P7Lead	P8Lead	P9Lead	P10Lead	P1PreSeats	P2PreSeats	P3PreSeats	P4PreSeats	P5PreSeats	P6PreSeats	P7PreSeats	P8PreSeats	P9PreSeats	P10PreSeats	TotSeats	P1Seats	P2Seats	P3Seats	P4Seats	P5Seats	P6Seats	P7Seats	P8Seats	P9Seats	P10Seats	P1SeatChange	P2SeatChange	P3SeatChange	P4SeatChange	P5SeatChange	P6SeatChange	P7SeatChange	P8SeatChange	P9SeatChange	P10SeatChange	P1PerSeats	P2PerSeats	P3PerSeats	P4PerSeats	P5PerSeats	P6PerSeats	P7PerSeats	P8PerSeats	P9PerSeats	P10PerSeats	P1Vote	P2Vote	P3Vote	P4Vote	P5Vote	P6Vote	P7Vote	P8Vote	P9Vote	P10Vote	P1PerVote	P2PerVote	P3PerVote	P4PerVote	P5PerVote	P6PerVote	P7PerVote	P8PerVote	P9PerVote	P10PerVote	MinorNumber	MinorSeat	MinorVote	MinorPerSeat	MinorPerVote	P1Incum	P2Incum	P3Incum	P4Incum	P5Incum	P6Incum	P7Incum	P8Incum	P9Incum	P10Incum	P1Govt	P2Govt	P3Govt	P4Govt	P5Govt	P6Govt	P7Govt	P8Govt	P9Govt	P10Govt	P1Change	P2Change	P3Change	P4Change	P5Change	P6Change	P7Change	P8Change	P9Change	P10Change	LSQINDEX	ENEP	ENPP
"SEN_30072017_L1"	2017-07-30	2017.0	0.0	"Senegal"	433.0	"SEN"	147.0	3.0	37.0	0.08108108		2.0	2.0	2.0	7.0	7.0	2470.5796	17.0	1.0	1.0	2.0	0.0					43.163265	36.972412	49.35412	260.0	5.0	3.3488517	6.6511483	2.0						3.6666667	2.3333333	4.3333335	1.6666666	3.0	3.0	33.333333333333336	32.22222		2.3333333	3.3333333	3.3333333	2.6666667	47.916666666666664	47.916668						5.0		57.916668		4.6666665	1.3333334	4.6666665	1.3333334				12.777778		2.5	3.5	3.5	3.0	4.0	2.0	3.5	2.5		49.0		1.0	4.3333335	1.6666666	2.0	3.5	4.0	30.0	41.083332		1.6666666	1.6666666	1.3333334	3.5	2.5	4.3333335	1.6666666	15.0	19.25		3.0	3.0	3.0	3.0	2.3333333	3.3333333	1.0	1.0	4.3333335	1.5	28.125	38.90625		4.0	3.5	4.0	1.5	4.5	2.3333333	3.6666667	77.5	67.5		3.3333333	2.6666667	3.0	3.0	1.5	4.5	3.0	62.5	54.791668		2.6666667	3.0	2.3333333	4.0	50.0	50.0		6.6666665	4.0		5.3333335	4.6666665	4.6666665	7.3333335	5.6666665		0.33333334	3.0	0.0	1.0	0.0	0.0	0.0	6.0	3.3333333333333335	0.3333333333333333	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3333333333333333	6.0	4.3333335						9.0	5.3333335	1.3333334		3.5	2.5				4.0						2.0	2.0	3.0	3.5	2.5	3.5																2012-07-01	"6219446"	3310435	27059.0	"53"	"Benno Bokk Yakaar Coalition"	"Winning Coalition Wattu Senegal "	"Manko Taxawu Senegal"	"Party for Unity and Rally"	"Patriotic Convergence Coalition"	"Ndawi Askan Wi"	"Manko Yeesal Senegal Coalition"	"Patriotic Convergence for Justice and Equity"	"Oser l'Avenir Coalition"	"And Saxal Liggeey Coalition"	"BBY"	"MWS"	"MTS"								"Mackay Sall"	"Aboulaye Wade"	"Khalifa Sall"	"El Hadji Sall"	"Aboulaye Balde"						119	0	0	0	0	0	0	1	0	0	165	125	19	7	3	2	1	1	1	1	1	6	19	7	3	2	1	1	0	1	1	75.8	11.5	4.2	1.8	1.2	0.6	0.6	0.6	0.6	0.6	1637761	552095	388188	155407	65235	37535	33130.0	29596	24342	23142	49.47	16.7	11.73	4.69	1.97	1.13	1.0	0.89	0.74	0.7	5	5	147745.0																																	28.04468577110465	3.455475882264197	1.694338030603133
"SRB_16032014_L1"	2014-03-16	2014.0	0.0	"Serbia"	345.0	"SRB"	189.0	13.0	40.0	0.325		2.0	2.0	2.0			13806.013		3.0	4.0	5.0	0.0		45.663265	43.845924	47.480606	57.335163	52.082623	62.587704	153.0	6.923077	6.141845	7.704309	3.0						2.9166667	3.0833333	3.1538463	2.8461537	2.3333333	3.6666667	64.47666613260905	54.006413		3.8461537	3.9166667	3.9166667	4.1538463	79.16666666666667	73.94231		2.875	3.125	3.0	3.0	3.2222223	60.8637490272522	54.903847		3.6363637	2.3636363	3.5454545	2.4545455	3.6666667	2.3333333	46.69000032212999	37.788464		2.0	4.0	3.6153846	3.1538463	3.7272727	2.2727273	2.6363637	3.3636363	66.4	57.096153		2.0769231	3.9230769	2.0769231	2.4615386	2.25	3.2222223	47.111111111111114	35.5		2.9166667	2.2727273	1.8181819	3.0833333	2.9166667	4.2727275	1.7272727	45.0	34.557693		2.4166667	3.5833333	2.909091	3.090909	4.0833335	3.7692308	3.1111112	2.5714285	4.1666665	1.4444444	62.5	56.923077		4.0	4.0	4.230769	1.6923077	4.3076925	1.6666666	4.3333335	84.4	79.15385		1.9230769	4.076923	1.8461539	4.1538463	1.3846154	4.6153846	3.9	85.0	79.49519		3.9	3.75	3.4	3.9166667	75.0	67.16346		8.923077	2.1666666666666665		3.6153846	3.8333333	3.8461537	4.1666665	5.4615383		0.46153846	3.0	0.0	0.84615386	0.07692308	0.15384616	0.0	5.916666666666667	3.1538461538461537	0.3076923076923077	5.0	0.5	3.3333333333333335	0.07692308	0.0	0.0	0.0	0.23076923	0.6923077	0.0	0.0	0.0	0.46153846153846156	6.076923076923077	4.0			4.1538463	6.769231	8.0																																					2012-05-06	"6765998"	3476716	115659.0	"53.1"	"A Future We Believe In"	"Ivica Dacic Coaltion"	"With the Democratic Party for a Democratic Serbia"	"Boris Tadic Coalition"	"Alliance of Vojvodina Hungarians"	"Party of Democratic Action of Sandzak"	"Party for Democratic Action"								"CBM"						"Aleksandar Vucic"	"Ivica Dacic "	"Dragan Dilas"	"Boris Tadic"	"Istva Pasztor"	"Sulejman Ugljanin "	"Riza Halimi"				75	44	0	12	5	0	0				250	158	44	19	18	6	3	2				83	0	19	6	1	3	2				63.2	17.6	7.6	7.2	2.4	1.2	0.8				1736920	484607	216634	204767	75294	35157	24301.0				50.0	13.9	6.2	5.9	2.2	1.0	0.7				2	5	59458.0	0.02	0.01710177075147927																															9.789535229008578	3.606475787924797	2.261706593327061
"SRB_24042016_L1"	2016-04-24	2016.0	0.0	"Serbia"	345.0	"SRB"	189.0	9.0	37.0	0.24324325		3.0	2.0	2.0			14511.791		3.0	4.0	5.0	0.0		39.795918			46.006237	38.969986	53.04249	238.0	5.7777777	4.71989	6.835665	2.0	57.335163	52.082623	62.587704	0.0		3.2222223	2.7777777	4.0	2.0	2.7777777	3.2222223	41.66666634877523	41.666668		2.625	3.375	3.0	3.125	50.78125	52.84722		3.0	3.0	3.0	3.0	3.0	50.0	54.49074		4.4	1.6	3.857143	2.142857	3.8333333	2.1666667	16.666666984558105	33.148148		2.125	3.875	3.1111112	3.5555556	4.25	1.75	2.7142856	3.2857144	53.333333333333336	53.25		2.5	4.375	1.625	2.5	2.125	3.857143	39.166666666666664	37.11111		3.0	2.5	1.75	2.6666667	3.3333333	4.428571	1.5714285	32.5	37.38889		2.7777777	3.2222223	4.0	2.0	3.875	3.7777777	2.8333333	2.8	4.142857	1.2857143	46.09375	50.520832		3.0	2.375	2.6666667	2.125	3.875	2.4285715	3.5714285	49.166666666666664	52.666668		4.7777777	1.2222222	3.5555556	2.4444444	1.5555556	4.4444447	3.0	42.96875	44.54861		3.0	2.625	2.142857	2.5	36.607142857142854	42.63889		8.666667	2.375		4.25	4.5	4.875	5.375	5.125		0.5555556	2.7777777	0.11111111	0.8888889	0.0	0.0	0.0	5.888888888888889	3.2222222222222223	0.2222222222222222	5.0	0.625	3.625	0.0	0.0	0.0	0.0	0.44444445	0.0	0.0	0.0	0.0	0.5555555555555556	4.333333333333333	2.8888888			3.6666667	7.0	7.888889					2.857143	3.142857	2.7777777	2.3333333	3.6666667	3.125	3.0	3.8	2.2	4.25	1.75																						2014-03-16	"6739441"	3799022		"56.4"	"Serbian Progressive Party"	"Socialist Party of Serbia"	"Serbian Radical Party"	"Democratic Party"	"Enough is Enough"	"Coalition for a Better Serbia"	"DSS-Dveri"														"Aleksandar VUCIC"	"Ivica DACIC"	" Vojislav Seselj"	"Boris TADIC"	"Saaa Radulovic"		"Bodko Obradovic"				170	33	0	21	0	15	0				250	131	29	22	16	16	13	13				-39	-4	22	-5	16	-2	13				52.4	11.6	8.8	6.4	6.4	5.2	5.2				1823147	413770	306052	227589	227626	190530	189564.0				48.0	10.9	8.1	6.0	6.0	5.0	5.0																																							3.220248437620923	3.83080117375748	3.232312784443525
"SRB_02042017_P1"	2017-04-02	2017.0	1.0	"Serbia"	345.0	"SRB"	189.0	9.0	29.0	0.31034482		3.0	2.0	2.0			14048.881		3.0	4.0	5.0	0.0		56.122448			42.794785	36.555637	49.03393	263.0	4.4444447	3.3398635	5.549026	2.0						3.142857	2.857143	3.5714285	2.4285715	3.0	3.0	44.047619047619044	47.36111		2.875	3.25	2.625	3.375	50.78125	53.125		2.0	4.0	2.5	3.5	4.0	70.83333333333334	56.805553		4.0	2.0	4.142857	1.8571428	4.5	1.5	18.333333333333332	26.064816		2.125	3.875	3.6666667	3.1111112	4.3333335	1.6666666	3.5	2.5	48.125	48.833332		1.1111112	5.0	1.0	1.3333334	1.3333334	3.5555556	16.666666666666668	16.666666		2.0	2.0	1.875	3.3333333	2.6666667	4.0	2.0	25.833333333333332	29.416666		2.0	4.0	3.5714285	2.4285715	4.2222223	3.4444444	2.6	2.75	3.8888888	1.0	49.21875	53.836807		3.3333333	3.5555556	2.7777777	2.6666667	3.3333333	3.0	3.0	58.333333333333336	53.305557		3.7777777	2.2222223	4.5555553	1.4444444	1.7777778	4.2222223	2.5555556	40.27777777777778	40.27778		2.5555556	2.875	2.25	2.5555556	38.28125	40.208332		8.666667	2.3333333333333335		4.5555553	3.1111112	4.0	4.7777777	4.7777777		0.33333334	2.4444444	0.11111111	1.0	0.0	0.0	0.11111111	6.222222222222222	3.5555555555555554	0.1111111111111111	5.0	0.5555555555555556	3.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667	0.0	0.0	0.0	0.5555555555555556	4.0	4.2222223						8.0	4.888889	2.3333333		3.0	3.0				3.0						2.75	2.5	1.8888888	1.5555556	3.5555556	2.4444444																2012-05-20	"6712839"	3590870	60243.0	"53.5"	"Democratic Party of Serbia "	"Democratic Party"		"Social Democratic Party of Serbia"							"DSS"	"DS"		"SDPS"							"Aleksandar Vucic "	"Sasa Jankovic "	"Luka Maksimovic "	"Vuk Jeremic "																																																2010179	597550	344431	206721							56.0	16.6	9.6	5.8									0.0																																			
"SLE_17112012_P1"	2012-11-17	2012.0	1.0	"Sierra Leone"	451.0	"SLE"	149.0	2.0	34.0	0.05882353		2.0	3.0	2.0	7.0	7.0	1428.5355	10.0	1.0	1.0	2.0	0.0					56.53061	53.455765	59.605453	159.0				3.0						2.5	3.5	3.0	3.0	1.5	4.5	73.36999893188477	66.66667		4.5	3.5	4.0	4.5	80.0	78.4375								45.833332		2.0	4.0	2.0	4.0				66.25		2.0	4.0	2.5	4.0	2.0	4.0	3.0	3.0	76.0	63.5		1.5	4.5	1.5	2.5	2.0	3.0	44.0	30.25		2.0	2.0	1.0	2.0	4.0	4.0	2.0	44.0	32.75		1.5	4.5	2.0	4.0	4.5	4.0	2.0	1.0	3.5	1.0	62.5	54.21875		4.0	1.5	3.5	1.5	4.5	1.5	4.5	76.0	62.5		4.0	2.0	2.0	4.0	2.0	4.0	4.0	70.0	63.4375		3.5	4.0	3.5	4.5	77.5	71.875		6.5	1.0		5.5	3.5	3.5	5.0	7.0		0.0	3.0	0.0	0.5	0.5	0.5	0.0	5.5	2.0	1.0	5.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	7.0	5.0																																										2007-09-08	"2692635"	2241728	108898.0	"87.3"	"All People's Congress"	"Sierra Leone's People Party"	"People's Movement for Democratic Change"	"Citizens Democractic Party"	"Revolutionary United Front Party"	"People's Democratic Party"	"United Democratic Movement"	"United National People's Party"			"APC"	"SLPP"	"PMDC"	"CDP"	"RUFP"	"PDP"	"UDM"	"UNPP"			"Ernest Bai KOROMA"	"Julius Maada BIO"	"Charles Francis MARGAI"	"Joshua Albert CAREW"	"Eldred COLLINS"	"Gibrilla KAMARA"	"Mohamed BANGURA"	"James Obbaii FULLAH"																																												1314881	837517	28944	22863	12993	8273	5069.0	5044			58.7	37.4	1.3	1.0	0.6	0.4	0.2	0.2			0	0	18386.0		0.008201708681873983											1	0	0	0	0	0	0	0															
"SLE_31032018_P2"	2018-03-31	2018.0	1.0	"Sierra Leone"	451.0	"SLE"	149.0	3.0	36.0	0.083333336		3.0	3.0	1.0	7.0	7.0	1390.3003	15.0	1.0	1.0	2.0	0.0					49.57483	38.07969	61.06997	218.0	6.6666665	5.2104907	8.122843	3.0	56.53061	53.455765	59.605453	0.0		2.0	4.0	2.0	4.0	2.0	4.0	75.0	59.86111		3.6666667	3.6666667	3.6666667	3.6666667	66.66666666666667	66.666664		2.5	3.5	3.0	3.0	3.0	54.16666603088379	49.583332		3.3333333	2.6666667	3.0	3.0	2.6666667	3.3333333	50.0	50.0		2.3333333	3.6666667	1.6666666	2.6666667	3.6666667	2.3333333	2.6666667	3.3333333	43.333333333333336	43.333332		3.0	3.5	2.5	3.5	2.5	2.5	45.0	40.666668		3.0	3.0	2.0	2.5	3.5	4.0	2.0	35.0	32.916668		3.0	3.0	4.0	2.0	4.5	3.0	1.0	4.0	1.0	1.0	37.5	44.166668		4.0	3.0	4.0	1.0	5.0	1.0	5.0	85.0	63.833332		4.5	1.5	3.0	3.0	3.3333333	2.6666667	3.3333333	43.75	40.104168		3.6666667	3.6666667	3.6666667	3.6666667	66.66666666666667	66.666664		7.5	3.0		5.0	3.0	3.3333333	3.3333333	5.3333335		0.0	2.3333333	0.0	0.6666667	0.6666667	0.0	0.0	4.666666666666667	4.0	1.0	4.6666665	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	3.3333333						5.6666665	5.3333335	4.3333335		3.5	2.5														3.0	3.0	2.0	4.0	2.5	2.5	3.5	3.5	1.5	4.5	2.5	2.5	4.0	2.0	3.5	2.5		2012-11-17	"3178663"	2546577	31694.0	"81.11"	"Sierra Leone's People Party "	"All People's Congress "									"SLPP"	"APC"									"Julius Maada Bio"	"Samura Matthew Wilson Kamara"																																																		1319406	1227171									51.8	48.2									0	0	0.0																																			
"SGP_11092015_L1"	2015-09-11	2015.0	0.0	"Singapore"	830.0	"SGP"	150.0	14.0	41.0	0.34146342		4.0	4.0	1.0	-2.0	-2.0	86128.17	50.0	4.0	3.0	3.0	0.0		59.183674	50.113297	68.25405	52.642128	45.098553	60.185703	195.0	5.785714	4.730327	6.841101	3.0						4.357143	1.6428572	4.428571	1.5714285	3.0	3.0	41.449285643441335	26.785713		4.142857	4.142857	3.6153846	4.285714	80.38461538461539	76.49554		4.5384617	1.4615384	4.571429	1.4285715	1.6923077	30.27153836763822	14.434524		2.3	3.7	1.75	4.25	1.3333334	4.6666665	86.68499946594238	76.72619		3.0769231	2.9230769	3.357143	3.0	4.1538463	1.8461539	3.0	3.0	55.666666666666664	45.714287		2.2857144	4.357143	1.6428572	2.357143	2.357143	2.8181818	44.72727272727273	32.94643		1.6666666	2.0714285	2.7142856	2.75	3.25	3.7857144	2.2142856	46.90909090909091	34.607143		1.6923077	4.3076925	1.7692307	4.230769	4.142857	3.2307692	2.2727273	3.5555556	3.5	1.7142857	67.14285714285714	59.72098		3.9285715	4.357143	4.1538463	3.2727273	2.7272727	3.090909	2.909091	69.6	68.96429		2.0769231	3.9230769	1.9090909	4.090909	1.5384616	4.4615383	3.3	78.88888888888889	74.77679		3.3076923	3.857143	2.5833333	3.2857144	62.72727272727273	57.901787		9.142858	2.727272727272727		5.214286	5.428571	5.214286	6.0	5.0		0.42857143	2.7692308	0.21428572	0.9285714	0.14285715	0.0	0.14285715	6.0	3.857142857142857	0.2857142857142857	5.0	0.5714285714285714	3.7142857142857144	0.0	0.0	0.0	0.14285715	0.35714287	0.0	0.0	0.0	0.0	0.5	5.857142857142857	4.3076925			5.214286	7.142857	8.285714																																					2011-05-07	"2462926"	2257016	47315.0	"93.59999999999999"	"People's Action Party"	"Workers' Party  "	"Singapore Democratic Party"	"National Solidarity Party"	"Reform Party"	"Singaporeans First "	"Singapore People���s Party"	"Singapore Democratic Alliance "	"People's Power Party "	"Others"	"PAP"	"WP"	"SDP"	"NSP"	"RF"	"SF"	"SPP"	"SDA"	"PPP"		"LEE Hsien Loong"	"LOW Thia Khiang"	"CHEE Soon Juan"	"Sebastian TEO"	"Kenneth JEYARETNAM"	"TAN Jee Say"	"CHIAM See Tong"				81	6	0	0	0	0	0	0	0	0	89	83	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0			93.3	6.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1576784	281697	84770	79780	59432	50791	49015.0	46508	25460	2779	69.9	12.5	3.8	3.5	2.6	2.3	2.2	2.1	1.1	0.1																																				17.04699386988802	1.983237675169467	1.142885878273511
"SVK_29032014_P2"	2014-03-29	2014.0	1.0	"Slovak Republic"	317.0	"SVK"	151.0	12.0	38.0	0.31578946		1.0	1.0	2.0	10.0	10.0	29020.072	21.0	4.0	4.0	5.0	1.0					74.40689	70.44422	78.36956	48.0	8.916667	8.487526	9.345808	5.0						2.1111112	3.8888888	2.1	3.9	1.7272727	4.2727275	80.76999961005316	71.52778		4.0833335	4.5833335	4.1666665	4.5	86.66666666666667	83.333336		1.0	5.0	1.0	5.0	2.75	82.24666849772136	64.61806		1.6666666	4.3333335	1.9166666	4.0833335	1.875	4.125	87.52499961853027	75.03472		1.25	4.75	4.0833335	4.5	1.6363636	4.3636365	1.25	4.75	89.81818181818181	86.958336		3.5	2.5	3.5	4.090909	3.5833333	2.6666667	66.22222222222223	62.666668		3.142857	3.7272727	2.4166667	2.3333333	3.6666667	3.25	2.75	58.285714285714285	55.1875		1.4166666	4.5833335	1.7272727	4.2727275	4.6666665	4.75	2.5	4.3333335	2.0	1.4545455	71.11111111111111	65.208336		4.75	4.75	4.6666665	1.4444444	4.5555553	1.5	4.5	91.0	91.979164		1.8181819	4.181818	1.2727273	4.7272725	1.3	4.7	3.857143	83.57142857142857	85.885414		4.0	4.5454545	4.1666665	4.5	85.9090909090909	82.47396		9.583333	2.5555555555555554		3.8333333	5.0	5.0	7.1666665	7.8333335		0.8333333	2.9166667	0.0	0.9166667	0.16666667	0.0	0.0	6.0	3.1666666666666665	0.3333333333333333	4.9166665	0.8333333333333334	4.416666666666667	0.0	0.0	0.0	0.0	0.8333333	0.16666667	0.0	0.0	0.083333336	0.9166666666666666	6.583333333333333	4.909091			4.0833335	6.5833335	7.0833335																																					2009-05-04	"4406261"	2200906	22906.0	"50.5"	"Direction ��� Social Democracy"	"Independent"									"SMER-SD"										"Robert Fico"	"Andrej Kiska"									1	0																																								893841	1307065									40.6	59.4									0	0	0.0		0.0																																	
"SVK_05032016_L1"	2016-03-05	2016.0	0.0	"Slovak Republic"	317.0	"SVK"	151.0	13.0	42.0	0.30952382		1.0	1.0	2.0	10.0	10.0	30631.953	23.0	4.0	4.0	5.0	1.0		78.82653	74.16335	83.48971	74.47606	69.48251	79.469604	46.0	8.230769	7.730725	8.730814	5.0						2.4615386	3.5384614	2.1538463	3.8461537	2.0	4.0	69.87179418710562	69.871796		4.076923	4.6153846	4.3846154	4.5384617	85.09615384615384	85.09615		2.3333333	3.6666667	1.75	4.25	3.1111112	70.8333330154419	62.75641		1.7777778	4.2222223	1.4	4.6	1.375	4.625	87.5	83.14103		1.5384616	4.4615383	4.230769	4.230769	3.5	2.5	1.6923077	4.3076925	72.5	74.19231		3.7692308	2.3846154	3.6153846	4.230769	3.6923077	3.2222223	63.888888888888886	67.07692		3.8333333	3.5454545	3.0769231	2.8461537	3.1538463	3.2727273	2.7272727	56.111111111111114	56.076923		1.2307693	4.769231	1.8333334	4.1666665	4.4615383	4.3846154	4.6666665	4.4545455	4.6153846	1.5454545	81.59722222222223	77.31971		4.3846154	3.6923077	4.3846154	1.4545455	4.5454545	1.6666666	4.3333335	82.27272727272727	81.32692		1.5384616	4.4615383	1.8333334	4.1666665	1.3846154	4.6153846	4.2	83.75	84.49519		3.8461537	4.4615383	4.0833335	4.076923	77.08333333333333	77.93269		9.153846	1.7142857142857142		5.3846154	5.6153846	5.4615383	7.1538463	7.923077		0.6923077	2.9230769	0.0	0.9230769	0.07692308	0.0	0.0	6.0	3.3846153846153846	0.15384615384615385	5.0	0.7692307692307693	4.230769230769231	0.0	0.0	0.0	0.0	0.3846154	0.0	0.0	0.0	0.0	0.8461538461538461	3.4615384615384617	5.230769			2.8461537	4.769231	5.769231					1.6923077	4.3076925	4.4615383	1.3076923	4.6923075	4.6923075	4.6923075	2.0	4.0	2.6	3.4																						2012-03-10	"4426760"	2607750	40434.0	"59.8"	"Direction ��� Social Democracy"	"Freedom and Solidarity"	"Ordinary People and Independent Personalities"	"Slovak National Party"	"People's Party - Our Slovakia"	"We are Family"	"Bridge"	"Network"			"SMER"	"SaS"	"OLaNO"	"SNS"	"LSNS"	"SME"	"MOST HID"	"SIET"			"Robert FICO"	"Richard SULIK"	"Igor MATOVIC"	"Andrej DANKO"			"Bela BUGAR"	"Radoslav Prochazka"			83	11	16	0	0	0	13	0			150	49	21	19	15	14	11	11	10			-34	10	3	15	14	11	-2	10			32.7	14.0	12.7	10.0	9.3	7.3	7.3	6.7			737481	315558	287611	225386	209779	172860	169593.0	146205			28.3	12.1	11.0	8.6	8.0	6.6	6.5	5.6																																						3.990613987846984	7.556123104357615	5.667199383408707
"SVN_02122012_P2"	2012-12-02	2012.0	1.0	"Slovenia"	349.0	"SVN"	152.0	11.0	37.0	0.2972973		1.0	1.0	2.0	10.0	10.0	28841.924	21.0	4.0	4.0	5.0	1.0					74.73562	67.88085	81.590385	42.0				5.0						2.6666667	3.3333333	2.5555556	3.4444444	1.6	4.4	74.11111005147298	69.356064		4.4545455	4.5454545	4.4545455	4.5454545	90.0	87.5		2.25	3.75	2.5	3.5	2.75	66.69999980926514	65.416664		1.5454545	4.4545455	1.2	4.8	1.4	4.6	94.01699981689453	87.992424		1.375	4.625	3.4545455	3.6363637	2.8888888	3.1111112	1.4444444	4.5555553	82.5	69.704544		2.909091	2.2727273	3.7272727	3.090909	2.8181818	2.3333333	55.55555555555556	49.863636		3.4545455	2.8	3.0	1.9	4.1	2.8	3.2	66.22222222222223	56.840908		1.2	4.8	1.3	4.7	4.7272725	4.3636365	4.6363635	4.5454545	4.4545455	1.3636364	85.0	79.431816		4.7272725	4.5454545	4.7272725	1.0	5.0	1.1428572	4.857143	100.0	92.295456		1.7	4.3	2.0	4.0	1.5	4.5	2.75	65.0	80.08523		4.2	4.6363635	4.4444447	4.5454545	88.88888888888889	86.107956		9.0	2.1		4.7272725	3.6363637	3.8181818	5.7272725	8.090909		1.0	3.0	0.09090909	0.90909094	0.09090909	0.0	0.09090909	6.0	2.909090909090909	0.5454545454545454	4.909091	0.9090909090909091	4.818181818181818	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.727272727272727	3.6																																										2012-11-11	"1709692"	703289	14546.0	"42.0"	"Social Democrats"	"Independent"										"SD"									"Borut PAHOR"	"Danilo TURK"																																																		474309	228980									67.4	32.6									0	0	0.0		0.0											1	0																					
